Date,Adj Close,Adj Close,Capital Gains,Capital Gains,Close,Close,Dividends,Dividends,High,High,Low,Low,Open,Open,Stock Splits,Stock Splits,Volume,Volume
2000-08-01,,12.446162223815918,,0.0,,17.098957061767578,,0.0,,17.140625,,17.083332061767578,,17.109375,,0.0,,6600
2000-08-02,,12.571270942687988,,0.0,,17.270832061767578,,0.0,,17.29427146911621,,17.270832061767578,,17.2734375,,0.0,,12600
2000-08-03,,12.480283737182617,,0.0,,17.145832061767578,,0.0,,17.145832061767578,,16.8125,,16.8125,,0.0,,17400
2000-08-04,,12.52956485748291,,0.0,,17.213542938232422,,0.0,,17.28385353088379,,17.166667938232422,,17.28385353088379,,0.0,,19200
2000-08-07,,12.709646224975586,,0.0,,17.4609375,,0.0,,17.463542938232422,,17.3359375,,17.3359375,,0.0,,423000
2000-08-08,,12.711545944213867,,0.0,,17.463542938232422,,0.0,,17.510417938232422,,17.463542938232422,,17.489582061767578,,0.0,,6000
2000-08-09,,12.675528526306152,,0.0,,17.4140625,,0.0,,17.53125,,17.4140625,,17.53125,,0.0,,3600
2000-08-10,,12.669842720031738,,0.0,,17.40625,,0.0,,17.421875,,17.40625,,17.416667938232422,,0.0,,9600
2000-08-11,,12.738078117370605,,0.0,,17.5,,0.0,,17.5,,17.239582061767578,,17.239582061767578,,0.0,,23400
2000-08-14,,12.908683776855469,,0.0,,17.734375,,0.0,,17.734375,,17.619792938232422,,17.619792938232422,,0.0,,7200
2000-08-15,,12.827174186706543,,0.0,,17.62239646911621,,0.0,,17.776042938232422,,17.62239646911621,,17.776042938232422,,0.0,,8400
2000-08-16,,12.859395027160645,,0.0,,17.666667938232422,,0.0,,17.72135353088379,,17.57552146911621,,17.666667938232422,,0.0,,7200
2000-08-17,,12.866974830627441,,0.0,,17.677082061767578,,0.0,,17.677082061767578,,17.677082061767578,,17.677082061767578,,0.0,,600
2000-08-18,,13.007250785827637,,0.0,,17.869792938232422,,0.0,,17.963542938232422,,17.859375,,17.963542938232422,,0.0,,127200
