38	4
38	2
27	3
25	2
23	0
11	0
22	5
31	0
7	0
33	1
23	4
0	4
0	0
7	0
30	1
28	5
25	2
0	0
33	5
35	2
33	5
23	2
30	5
26	0
38	2
6	5
15	2
35	5
33	5
35	5
8	2
13	2
15	2
32	3
23	1
38	0
18	5
0	1
35	5
25	1
6	5
38	2
0	1
6	5
35	2
27	0
8	2
33	2
0	5
30	5
35	1
38	2
1	0
7	0
28	3
7	0
0	0
18	1
18	5
15	2
7	0
23	0
15	3
30	4
16	2
38	4
0	3
6	5
18	1
10	4
27	0
18	3
22	5
15	4
22	0
13	1
13	5
11	3
8	0
18	1
13	2
0	0
0	3
35	2
18	0
8	1
35	1
23	2
36	2
23	2
21	5
2	0
12	3
23	1
13	1
12	3
13	3
23	0
12	0
27	3
13	4
6	5
10	2
25	4
15	2
30	2
8	2
0	5
15	0
23	2
23	3
15	1
13	1
0	1
27	5
33	1
25	1
16	2
35	4
1	2
15	2
35	4
7	5
30	1
25	2
25	2
18	1
15	2
35	4
8	2
35	2
15	2
18	5
15	2
21	5
18	1
25	3
11	3
28	5
15	2
2	2
13	4
33	1
12	0
35	2
1	0
0	2
0	2
11	3
35	4
35	4
8	2
7	5
13	1
38	1
10	4
31	0
38	2
11	3
36	2
28	3
30	2
22	5
12	3
28	3
25	1
30	3
6	5
12	3
38	1
33	5
15	2
15	2
31	0
13	5
15	4
30	1
8	3
35	5
0	5
31	0
33	4
22	0
31	0
22	0
21	5
30	3
23	3
28	3
11	0
28	5
27	0
23	3
30	5
33	2
1	0
30	3
2	2
18	5
7	5
12	3
8	2
35	1
12	3
8	4
32	3
0	2
30	1
10	2
30	1
13	2
38	2
13	2
13	1
18	2
18	1
0	2
15	2
23	1
10	2
1	0
38	1
35	0
30	1
0	0
26	0
28	5
8	1
22	0
23	2
31	0
13	3
15	2
22	0
18	2
38	4
31	0
18	0
35	1
15	2
15	2
8	3
28	5
15	2
27	0
15	2
8	1
30	3
18	4
33	2
13	2
35	2
25	1
30	1
0	0
31	0
35	2
38	4
35	1
32	3
15	4
28	5
22	0
33	5
7	0
28	1
38	5
18	1
23	2
30	5
10	2
8	2
33	4
38	1
12	3
10	2
15	2
30	3
11	3
35	5
35	4
11	0
7	5
38	0
27	5
23	2
12	3
38	2
33	2
2	0
2	0
38	2
38	2
35	4
28	5
25	3
23	1
35	2
12	0
18	1
2	0
10	2
6	5
38	4
17	2
23	2
22	0
23	2
35	0
1	0
0	2
2	2
35	2
26	0
35	0
11	0
18	0
8	1
33	1
35	5
11	3
30	1
25	1
8	1
25	1
15	1
30	1
30	1
15	5
10	1
12	3
7	5
11	0
7	0
35	2
7	0
23	2
7	5
10	2
30	1
32	0
38	4
18	1
15	0
0	4
20	4
23	2
38	2
15	2
31	3
15	2
38	2
11	3
18	1
30	4
38	4
33	5
35	4
0	3
8	3
22	0
38	3
26	5
25	2
13	4
38	0
15	4
27	3
33	1
15	0
12	3
28	1
2	2
35	5
16	2
11	0
13	4
15	2
0	0
10	1
13	1
23	0
38	0
33	5
23	3
23	1
18	5
28	3
12	3
15	4
35	5
35	0
15	2
23	2
13	3
18	2
2	2
15	2
38	0
33	5
30	1
15	5
15	2
33	2
30	2
30	3
38	4
11	3
8	4
23	3
27	5
8	2
30	1
0	3
18	0
18	5
23	0
30	5
6	5
15	3
26	0
22	0
8	0
0	2
18	0
0	0
21	5
13	5
22	0
30	3
2	0
25	1
15	2
38	0
15	4
18	5
8	3
16	2
38	2
15	2
30	1
38	4
11	3
30	2
33	4
33	2
35	3
13	2
8	1
15	2
1	2
23	3
22	0
35	4
13	2
30	1
18	1
0	0
38	2
38	4
15	2
18	5
11	0
38	2
7	0
15	2
17	2
8	0
0	0
35	2
27	3
6	5
32	3
26	0
35	5
35	0
25	2
30	4
25	3
12	3
10	4
18	0
33	5
10	3
23	2
38	4
1	2
17	2
13	5
23	2
15	2
38	2
35	4
11	0
7	0
35	1
35	3
38	2
30	2
15	2
8	0
15	0
13	4
8	1
38	2
38	2
31	3
25	1
18	0
23	2
28	5
16	2
3	0
10	2
13	5
3	0
38	5
38	2
0	5
35	3
15	5
8	0
37	2
38	2
23	2
12	3
18	5
25	1
17	2
8	1
26	0
12	0
13	4
11	0
35	2
10	1
25	2
32	3
18	5
28	3
33	4
38	5
7	5
38	4
16	2
13	1
33	2
6	5
30	3
15	2
33	1
35	4
36	2
33	1
35	2
23	2
0	4
12	3
33	3
7	0
8	1
12	3
2	0
30	2
8	2
13	2
15	1
23	1
8	1
27	3
25	1
0	1
16	2
17	2
23	2
22	5
30	2
6	5
33	5
10	1
25	2
32	3
11	3
21	5
32	3
32	3
6	5
38	3
22	0
38	4
27	0
28	5
15	2
15	0
0	0
23	3
23	1
38	2
18	5
23	2
23	2
0	5
13	1
13	2
35	5
8	4
28	5
15	2
25	1
27	3
13	5
7	0
38	0
38	4
12	3
33	5
2	0
30	3
23	0
0	0
25	1
15	2
15	2
7	5
6	5
13	4
35	4
38	2
12	0
12	3
17	2
30	4
6	5
22	0
22	5
31	3
23	0
0	3
1	0
12	0
12	3
15	2
0	0
10	2
35	5
15	3
7	0
30	2
8	2
0	0
35	3
35	0
3	0
38	2
30	5
21	5
31	0
11	3
18	1
0	0
7	0
35	4
18	5
38	5
38	0
12	3
0	0
35	3
15	2
25	3
33	2
35	5
28	5
15	2
13	1
27	0
15	4
8	0
8	2
30	1
0	0
28	4
35	3
18	2
36	2
33	2
35	2
22	0
6	5
10	5
35	2
13	5
13	1
31	0
35	2
8	4
28	5
16	2
35	1
15	2
8	1
25	4
0	4
30	3
23	1
35	4
8	3
26	5
12	3
7	0
18	1
15	2
33	2
38	2
12	3
25	2
12	0
38	1
27	3
22	5
23	0
0	0
33	4
28	1
17	2
0	4
3	0
0	0
12	3
15	0
12	3
25	1
22	0
28	5
15	2
18	5
25	1
35	2
25	1
38	0
35	5
35	2
27	3
23	2
11	3
13	5
28	1
1	0
8	1
38	5
0	5
10	3
7	5
38	4
35	2
25	1
15	4
25	1
15	4
8	1
30	3
0	3
25	1
13	5
0	5
23	2
35	2
0	2
2	2
25	3
22	0
16	2
25	2
13	4
33	1
23	0
7	0
23	0
33	5
35	2
15	2
23	0
3	0
25	2
30	5
5	4
0	2
30	4
11	3
15	2
38	0
15	2
13	5
36	2
12	3
38	3
30	2
33	5
30	2
10	5
18	5
35	1
15	2
35	5
23	1
11	3
8	0
15	2
30	2
10	2
7	0
12	0
0	0
31	0
7	5
15	2
2	0
1	2
27	3
10	2
6	5
30	1
35	2
13	1
27	0
15	2
35	1
38	0
15	1
20	4
31	0
23	2
0	2
38	2
28	3
0	0
21	5
0	3
16	2
13	5
38	2
3	0
13	4
30	2
23	2
33	1
0	0
17	2
8	0
8	1
35	2
22	0
0	2
22	0
15	2
38	4
8	1
0	1
23	2
6	5
11	0
33	4
0	0
35	2
0	4
0	5
0	3
15	4
38	2
0	2
38	0
23	2
17	2
11	0
5	4
33	2
23	2
26	0
10	2
8	0
16	2
3	0
23	3
18	1
2	0
38	2
35	5
10	5
21	5
17	2
18	1
32	0
13	5
35	2
15	1
11	3
38	2
31	0
26	5
15	2
16	2
23	3
32	0
31	0
15	2
33	5
8	1
35	5
31	0
8	0
1	0
31	0
7	0
6	5
13	4
26	5
30	3
30	4
15	5
23	3
35	4
