0.000000,0.000000,0
0.005000,0.033333,0
0.010000,0.066667,0
0.015000,0.100000,0
0.020000,0.133333,0
0.025000,0.166667,0
0.030000,0.200000,0
0.035000,0.233333,0
0.040000,0.266667,0
0.045000,0.300000,0
0.050000,0.333333,0
0.055000,0.366667,0
0.060000,0.400000,0
0.065000,0.433333,0
0.070000,0.466667,0
0.075000,0.500000,0
0.080000,0.533333,0
0.085000,0.566667,0
0.090000,0.600000,0
0.095000,0.633333,0
0.100000,0.666667,0
0.105000,0.700000,1
0.110000,0.733333,1
0.115000,0.766667,1
0.120000,0.800000,1
0.125000,0.833333,1
0.130000,0.866667,1
0.135000,0.900000,1
0.140000,0.933333,1
0.145000,0.966667,1
0.150000,0.000000,0
0.155000,0.033333,0
0.160000,0.066667,0
0.165000,0.100000,0
0.170000,0.133333,0
0.175000,0.166667,0
0.180000,0.200000,0
0.185000,0.233333,0
0.190000,0.266667,0
0.195000,0.300000,0
0.200000,0.333333,0
0.205000,0.366667,0
0.210000,0.400000,0
0.215000,0.433333,0
0.220000,0.466667,0
0.225000,0.500000,0
0.230000,0.533333,0
0.235000,0.566667,1
0.240000,0.600000,1
0.245000,0.633333,1
0.250000,0.666667,1
0.255000,0.700000,1
0.260000,0.733333,1
0.265000,0.766667,1
0.270000,0.800000,1
0.275000,0.833333,1
0.280000,0.866667,1
0.285000,0.900000,1
0.290000,0.933333,1
0.295000,0.966667,1
0.300000,0.000000,0
0.305000,0.033333,0
0.310000,0.066667,0
0.315000,0.100000,0
0.320000,0.133333,0
0.325000,0.166667,0
0.330000,0.200000,0
0.335000,0.233333,0
0.340000,0.266667,0
0.345000,0.300000,0
0.350000,0.333333,0
0.355000,0.366667,0
0.360000,0.400000,0
0.365000,0.433333,0
0.370000,0.466667,1
0.375000,0.500000,1
0.380000,0.533333,1
0.385000,0.566667,1
0.390000,0.600000,1
0.395000,0.633333,1
0.400000,0.666667,1
0.405000,0.700000,1
0.410000,0.733333,1
0.415000,0.766667,1
0.420000,0.800000,1
0.425000,0.833333,1
0.430000,0.866667,1
0.435000,0.900000,1
0.440000,0.933333,1
0.445000,0.966667,1
0.450000,0.000000,0
0.455000,0.033333,0
0.460000,0.066667,0
0.465000,0.100000,0
0.470000,0.133333,0
0.475000,0.166667,0
0.480000,0.200000,0
0.485000,0.233333,0
0.490000,0.266667,0
0.495000,0.300000,0
0.500000,0.333333,1
0.505000,0.366667,1
0.510000,0.400000,1
0.515000,0.433333,1
0.520000,0.466667,1
0.525000,0.500000,1
0.530000,0.533333,1
0.535000,0.566667,1
0.540000,0.600000,1
0.545000,0.633333,1
0.550000,0.666667,1
0.555000,0.700000,1
0.560000,0.733333,1
0.565000,0.766667,1
0.570000,0.800000,1
0.575000,0.833333,1
0.580000,0.866667,1
0.585000,0.900000,1
0.590000,0.933333,1
0.595000,0.966667,1
0.600000,0.000000,0
0.605000,0.033333,0
0.610000,0.066667,0
0.615000,0.100000,0
0.620000,0.133333,0
0.625000,0.166667,0
0.630000,0.200000,1
0.635000,0.233333,1
0.640000,0.266667,1
0.645000,0.300000,1
0.650000,0.333333,1
0.655000,0.366667,1
0.660000,0.400000,1
0.665000,0.433333,1
0.670000,0.466667,1
0.675000,0.500000,1
0.680000,0.533333,1
0.685000,0.566667,1
0.690000,0.600000,1
0.695000,0.633333,1
0.700000,0.666667,1
0.705000,0.700000,1
0.710000,0.733333,1
0.715000,0.766667,1
0.720000,0.800000,1
0.725000,0.833333,1
0.730000,0.866667,1
0.735000,0.900000,1
0.740000,0.933333,1
0.745000,0.966667,1
0.750000,0.000000,0
0.755000,0.033333,0
0.760000,0.066667,1
0.765000,0.100000,1
0.770000,0.133333,1
0.775000,0.166667,1
0.780000,0.200000,1
0.785000,0.233333,1
0.790000,0.266667,1
0.795000,0.300000,1
0.800000,0.333333,1
0.805000,0.366667,1
0.810000,0.400000,1
0.815000,0.433333,1
0.820000,0.466667,1
0.825000,0.500000,1
0.830000,0.533333,1
0.835000,0.566667,1
0.840000,0.600000,1
0.845000,0.633333,1
0.850000,0.666667,1
0.855000,0.700000,1
0.860000,0.733333,1
0.865000,0.766667,1
0.870000,0.800000,1
0.875000,0.833333,1
0.880000,0.866667,1
0.885000,0.900000,1
0.890000,0.933333,1
0.895000,0.966667,1
0.900000,0.000000,1
0.905000,0.033333,1
0.910000,0.066667,1
0.915000,0.100000,1
0.920000,0.133333,1
0.925000,0.166667,1
0.930000,0.200000,1
0.935000,0.233333,1
0.940000,0.266667,1
0.945000,0.300000,1
0.950000,0.333333,1
0.955000,0.366667,1
0.960000,0.400000,1
0.965000,0.433333,1
0.970000,0.466667,1
0.975000,0.500000,1
0.980000,0.533333,1
0.985000,0.566667,1
0.990000,0.600000,1
0.995000,0.633333,1
